84
338.98,301.259
338.983,301.261
338.979,301.265
338.981,301.259
338.977,301.263
338.982,301.265
338.984,301.263
338.984,301.264
338.981,301.266
338.975,301.262
338.985,301.259
338.974,301.263
338.985,301.267
338.987,301.259
338.986,301.256
338.989,301.258
338.987,301.271
338.966,301.264
338.996,301.255
338.957,301.258
338.983,301.296
339.032,301.281
339.07,301.245
339.118,301.226
339.15,301.261
339.111,301.272
339.138,301.255
339.115,301.255
339.118,301.268
339.123,301.269
338.964,298.549
338.959,298.097
338.954,297.646
338.948,297.194
338.942,296.743
338.935,296.291
338.929,295.839
338.922,295.388
338.916,294.936
338.909,294.485
338.903,294.033
338.897,293.581
338.891,293.13
338.886,292.678
338.881,292.227
338.877,291.775
338.874,291.323
338.871,290.872
338.87,290.42
338.869,289.969
338.869,289.517
338.87,289.065
338.873,288.614
338.876,288.162
338.882,287.71
338.909,285.734
338.941,283.758
338.977,281.782
339.016,279.807
339.058,277.831
339.101,275.855
339.145,273.879
339.189,271.903
339.234,269.928
339.277,267.952
339.318,265.976
339.357,264
339.392,262.024
339.424,260.048
339.452,258.072
339.474,256.096
339.491,254.12
339.501,252.143
339.503,250.167
339.498,248.191
339.484,246.215
339.461,244.238
339.428,242.263
339.384,240.287
339.329,238.311
339.261,236.336
339.181,234.361
339.088,232.387
338.981,230.414
60
338.98,301.259
338.975,298.888
338.959,296.518
338.935,294.148
338.903,291.778
338.863,289.408
338.818,287.038
338.767,284.668
338.713,282.299
338.655,279.929
338.596,277.56
338.535,275.19
338.475,272.821
338.415,270.451
338.357,268.082
338.303,265.712
338.252,263.342
338.206,260.972
338.166,258.602
338.133,256.232
338.108,253.862
338.092,251.492
338.086,249.122
338.091,246.752
338.108,244.381
338.138,242.011
338.182,239.641
338.24,237.272
338.315,234.903
338.406,232.534
338.516,230.166
338.517,230.128
338.518,230.09
338.518,230.051
338.516,230.013
338.515,229.975
338.512,229.937
338.509,229.898
338.505,229.86
338.501,229.822
338.496,229.784
338.491,229.746
338.485,229.708
338.479,229.671
338.473,229.633
338.467,229.595
338.46,229.557
338.453,229.519
338.446,229.482
338.439,229.444
338.432,229.406
338.425,229.369
338.418,229.331
338.412,229.293
338.405,229.255
338.399,229.218
338.393,229.18
338.388,229.142
338.383,229.104
338.378,229.066
62
338.98,301.259
338.98,301.259
338.978,301.262
338.982,301.262
338.98,301.263
338.979,301.263
338.981,301.263
338.98,301.26
338.981,301.262
338.981,301.263
338.981,301.262
338.98,301.26
338.981,301.262
338.98,301.263
338.98,301.263
338.981,301.261
338.979,301.262
338.98,301.261
338.98,301.261
338.979,301.262
338.981,301.261
338.98,301.262
338.98,301.262
338.98,301.262
338.98,301.261
338.981,301.262
338.98,301.262
338.981,301.262
338.981,301.261
338.98,301.262
365.18,280.867
348.197,257.303
339.902,229.482
339.899,229.444
339.897,229.407
339.898,229.369
339.899,229.332
339.903,229.294
339.907,229.257
339.913,229.22
339.92,229.183
339.928,229.146
339.937,229.11
339.946,229.074
339.956,229.037
339.967,229.001
339.977,228.965
339.988,228.929
339.999,228.893
340.01,228.857
340.02,228.821
340.03,228.785
340.04,228.749
340.049,228.713
340.058,228.676
340.065,228.639
340.072,228.602
340.077,228.565
340.081,228.528
340.084,228.49
340.085,228.453
340.084,228.415
60
338.98,301.259
338.981,300.283
338.982,299.307
338.983,298.33
338.985,297.354
338.987,296.378
338.989,295.402
338.99,294.426
338.99,293.45
338.99,292.474
338.989,291.498
338.986,290.522
338.982,289.545
338.976,288.569
338.968,287.593
338.957,286.617
338.945,285.641
338.929,284.665
338.911,283.689
338.89,282.713
338.865,281.738
338.837,280.762
338.805,279.786
338.769,278.811
338.728,277.836
338.683,276.86
338.634,275.886
338.58,274.911
338.52,273.937
338.455,272.963
338.385,271.989
338.289,270.571
338.216,269.151
338.162,267.73
338.126,266.309
338.108,264.887
338.104,263.466
338.113,262.044
338.134,260.622
338.165,259.201
338.204,257.78
338.25,256.359
338.301,254.938
338.354,253.517
338.41,252.096
338.465,250.676
338.518,249.255
338.568,247.834
338.612,246.413
338.65,244.992
338.679,243.57
338.698,242.149
338.705,240.727
338.698,239.305
338.676,237.884
338.637,236.463
338.58,235.042
